date,Q4924165,Q45135243,Q79117884,Q16849893,Q79117861,Q14710143,Q7157226,Q79117914,Q55453544,Q79117759,Q79117786,Q79117444,Q89951871,Q79117746,Q79117753,Q89953896,Q78041310,Q84268104,Q89953900,Q89953905,Q89953909,Q89953912,Q84269864,Q45132727,Q79117767,Q84270575,Q79117777,Q79117795,Q89953915,Q84270595,Q79117803,Q79117810,Q84270584,Q89953919,Q79117817,Q79117832,Q79117839,Q89953922,Q89953926,Q79117847,Q79117855,Q79117869,Q79117878,Q84270590,Q89953931,Q89953935,Q89953940,Q89953944,Q89953947,Q89953948,Q89953951,Q89953955,Q89953958,Q89953964,Q89953971,Q89953976,Q89953981,Q79117891,Q89953984,Q78779260,Q89953990,Q79117899,Q89953993,Q79117907,Q89953999,Q89954005,Q79117923,Q79117930,Q79117938,Q89954010,Q79117944,Q89954015,Q89954019,Q79117951,Q84270721,Q79117827,Q83549841,Q83550305,Q83550311,Q83550317,Q83550321,Q79117740,Q7914451,Q7914452,Q7914453,Q7914456,Q7914459,Q7914466,Q7914461
2020-05-05,65,0,5,1,10,74,0,4,0,17,14,6,109,20,9,41,53,75,30,28,10,22,29,70,8,48,13,8,11,0,24,43,102,51,24,5,20,8,13,49,7,0,59,38,423,35,17,48,26,30,6,39,35,51,8,139,33,22,20,72,12,42,43,39,0,90,20,26,15,61,4,5,24,22,26,26,17,21,17,13,12,21,0,44,0,111,0,0,0
2020-05-06,65,0,5,1,10,74,0,4,0,17,14,6,109,20,9,41,53,75,30,28,10,22,29,70,8,48,13,8,11,0,24,43,102,51,24,5,20,8,13,49,7,0,59,38,423,35,17,48,26,30,6,39,35,51,8,139,33,22,20,72,12,42,43,39,0,90,20,26,15,61,4,5,24,22,26,26,17,21,17,13,12,21,0,44,0,111,0,1,0
2020-05-07,65,0,5,1,10,74,0,4,0,17,14,6,109,20,9,41,53,75,30,28,10,22,29,70,8,48,13,8,11,0,24,43,102,51,24,5,20,8,13,49,7,0,59,38,423,35,17,48,26,30,6,39,35,51,8,139,33,22,20,72,12,42,43,39,0,90,20,26,15,61,4,5,24,22,26,26,17,21,17,13,12,21,0,44,0,111,0,1,0
2020-05-08,65,0,5,1,10,74,0,4,0,17,14,6,109,20,9,41,53,75,30,28,10,22,29,70,8,48,13,8,11,0,24,43,102,51,24,5,20,8,13,49,7,0,59,38,423,35,17,48,26,30,6,39,35,51,8,139,33,22,20,72,12,42,43,39,0,90,20,26,15,61,4,5,24,22,26,26,17,21,17,13,12,21,0,44,0,111,0,2,0
2020-05-09,65,0,5,1,10,74,0,4,0,17,14,6,109,20,9,41,53,75,30,28,10,22,29,70,8,48,13,8,11,0,24,43,102,51,24,5,20,8,13,49,7,0,59,38,423,35,17,48,26,30,6,39,35,51,8,139,33,22,20,72,12,42,43,39,0,90,20,26,15,61,4,5,24,22,26,26,17,21,17,13,12,21,0,44,0,111,0,2,0
2020-05-10,65,0,5,1,10,74,0,4,0,17,14,6,109,20,9,41,53,75,30,28,10,22,29,70,8,48,13,8,11,0,24,43,102,51,24,5,20,8,13,49,7,0,59,38,423,35,17,48,26,30,6,39,35,51,8,139,33,22,20,72,12,42,43,39,0,90,20,26,15,61,4,5,24,22,26,26,17,21,17,13,12,21,0,44,0,111,0,2,0
2020-05-11,65,0,5,1,10,74,0,4,0,17,14,6,109,20,9,41,53,75,30,28,10,22,29,70,8,48,13,8,11,0,24,43,102,51,24,5,20,8,13,49,7,0,59,38,423,35,17,48,26,30,6,39,35,51,8,139,33,22,20,72,12,42,43,39,0,90,20,26,15,61,4,5,24,22,26,26,17,21,17,13,12,21,0,44,0,111,0,2,0
2020-05-12,65,0,5,1,10,74,0,4,0,17,14,6,109,20,9,41,53,75,30,28,10,22,29,70,8,48,13,8,11,0,24,43,102,51,24,5,20,8,13,49,7,0,59,38,423,35,17,48,26,30,6,39,35,51,8,139,33,22,20,72,12,42,43,39,0,90,20,26,15,61,4,5,24,22,26,26,17,21,17,13,12,21,0,44,0,111,0,2,0
2020-05-13,65,0,5,1,10,74,0,4,0,17,14,6,109,20,9,41,53,75,30,28,10,22,29,70,8,48,13,8,11,0,24,43,102,51,24,5,20,8,13,49,7,0,59,38,423,35,17,48,26,30,6,39,35,51,8,139,33,22,20,72,12,42,43,39,0,90,20,26,15,61,4,5,24,22,26,26,17,21,17,13,12,21,0,44,0,111,0,3,0
2020-05-14,65,0,5,1,10,74,0,4,0,17,14,6,109,20,9,41,53,75,30,28,10,22,29,70,8,48,13,8,11,0,24,43,102,51,24,5,20,8,13,49,7,0,59,38,423,35,17,48,26,30,6,39,35,51,8,139,33,22,20,72,12,42,43,39,0,90,20,26,15,61,4,5,24,22,26,26,17,21,17,13,12,21,0,44,0,111,0,3,0
2020-05-15,65,0,5,1,10,74,0,4,0,17,14,6,109,20,9,41,53,75,30,28,10,22,29,70,8,48,13,8,11,0,24,43,102,51,24,5,20,8,13,49,7,0,59,38,423,35,17,48,26,30,6,39,35,51,8,139,33,22,20,72,12,42,43,39,0,90,20,26,15,61,4,5,24,22,26,26,17,21,17,13,12,21,0,44,0,111,0,3,0
2020-05-16,65,0,5,1,10,74,0,4,0,17,14,6,109,20,9,41,53,75,30,28,10,22,29,70,8,48,13,8,11,0,24,43,102,51,24,5,20,8,13,49,7,0,59,38,423,35,17,48,26,30,6,39,35,51,8,139,33,22,20,72,12,42,43,39,0,90,20,26,15,61,4,5,24,22,26,26,17,21,17,13,12,21,0,44,0,111,0,3,0
2020-05-17,65,0,5,1,10,74,0,4,0,17,14,6,109,20,9,41,53,75,30,28,10,22,29,70,8,48,13,8,11,0,24,43,102,51,24,5,20,8,13,49,7,0,59,38,423,35,17,48,26,30,6,39,35,51,8,139,33,22,20,72,12,42,43,39,0,90,20,26,15,61,4,5,24,22,26,26,17,21,17,13,12,21,0,44,0,111,0,3,0
2020-05-18,65,0,5,1,10,74,0,4,0,17,14,6,109,20,9,41,53,75,30,28,10,22,29,70,8,48,13,8,11,0,24,43,102,51,24,5,20,8,13,49,7,0,59,38,423,35,17,48,26,30,6,39,35,51,8,139,33,22,20,72,12,42,43,39,0,90,20,26,15,61,4,5,24,22,26,26,17,21,17,13,12,21,0,44,0,111,0,3,0
2020-05-19,65,0,5,1,10,74,0,4,0,17,14,6,109,20,9,41,53,75,30,28,10,22,29,70,8,48,13,8,11,0,24,43,102,51,24,5,20,8,13,49,7,0,59,38,423,35,17,48,26,30,6,39,35,51,8,139,33,22,20,72,12,42,43,39,0,90,20,26,15,61,4,5,24,22,26,26,17,21,17,13,12,21,0,44,0,111,0,3,0
2020-05-20,65,0,5,1,10,74,0,4,0,17,14,6,109,20,9,41,53,75,30,28,10,22,29,70,8,48,13,8,11,0,24,43,102,51,24,5,20,8,13,49,7,0,59,38,423,35,17,48,26,30,6,39,35,51,8,139,33,22,20,72,12,42,43,39,0,90,20,26,15,61,4,5,24,22,26,26,17,21,17,13,12,21,0,44,0,111,0,3,0
2020-05-21,65,0,5,1,10,74,0,4,0,17,14,6,109,20,9,41,53,75,30,28,10,22,29,70,8,48,13,8,11,0,24,43,102,51,24,5,20,8,13,49,7,0,59,38,423,35,17,48,26,30,6,39,35,51,8,139,33,22,20,72,12,42,43,39,0,90,20,26,15,61,4,5,24,22,26,26,17,21,17,13,12,21,0,44,0,111,0,4,0
2020-05-22,65,0,5,1,10,74,0,4,0,17,14,6,109,20,9,41,53,75,30,28,10,22,29,70,8,48,13,8,11,0,24,43,102,51,24,5,20,8,13,49,7,0,59,38,423,35,17,48,26,30,6,39,35,51,8,139,33,22,20,72,12,42,43,39,0,90,20,26,15,61,4,5,24,22,26,26,17,21,17,13,12,21,0,44,0,111,0,4,0
2020-05-23,65,0,5,1,10,74,0,4,0,17,14,6,109,20,9,41,53,75,30,28,10,22,29,70,8,48,13,8,11,0,24,43,102,51,24,5,20,8,13,49,7,0,59,38,423,35,17,48,26,30,6,39,35,51,8,139,33,22,20,72,12,42,43,39,0,90,20,26,15,61,4,5,24,22,26,26,17,21,17,13,12,21,0,44,0,111,0,4,0
