accession_number,mid,description,score,topicality
1956.001,/m/05qsj,Primate,0.9498989,0.9498989
1956.001,/m/07_gml,Working animal,0.84426975,0.84426975
1956.001,/m/0jjw,Art,0.7994779,0.7994779
1956.001,/m/0fbf1m,Terrestrial animal,0.79326665,0.79326665
1956.001,/m/05qdh,Painting,0.7896717,0.7896717
1956.001,/m/05mqq3,Snout,0.750773,0.750773
1956.001,/m/01kr8f,Illustration,0.733843,0.733843
1956.001,/m/02csf,Drawing,0.72180855,0.72180855
1956.001,/m/0267y,Common chimpanzee,0.664176,0.664176
1956.001,/m/01280g,Wildlife,0.5955571,0.5955571
1956.002,/m/05s2s,Plant,0.91269004,0.91269004
1956.002,/m/0c9ph5,Flower,0.89832824,0.89832824
1956.002,/m/0jjw,Art,0.7981331,0.7981331
1956.002,/m/05qdh,Painting,0.7765151,0.7765151
1956.002,/m/02q_bfg,Tints and shades,0.76847196,0.76847196
1956.002,/m/0p9xx,Visual arts,0.6674021,0.6674021
1956.002,/m/06m11,Rose,0.66697663,0.66697663
1956.002,/m/083vt,Wood,0.6493681,0.6493681
1956.002,/m/0hwky,Pattern,0.6438594,0.6438594
1956.002,/m/016q19,Petal,0.63175255,0.63175255
1956.003,/m/0jjw,Art,0.83634734,0.83634734
1956.003,/m/01kr8f,Illustration,0.7397669,0.7397669
1956.003,/m/05qdh,Painting,0.71712047,0.71712047
1956.003,/m/03gq5hm,Font,0.6935994,0.6935994
1956.003,/m/03g3w,History,0.68030053,0.68030053
1956.003,/m/065zs54,Holy places,0.6705403,0.6705403
1956.003,/m/036jvk,Stock photography,0.65197563,0.65197563
1956.003,/m/0bp7w,Printmaking,0.6413121,0.6413121
1956.003,/m/01vkl,Circle,0.6411735,0.6411735
1956.003,/m/0p9xx,Visual arts,0.6396672,0.6396672
1956.004,/m/0jjw,Art,0.8178114,0.8178114
1956.004,/m/05qdh,Painting,0.7799584,0.7799584
1956.004,/m/0p9xx,Visual arts,0.6947804,0.6947804
1956.004,/m/01kr8f,Illustration,0.69112027,0.69112027
1956.004,/m/02csf,Drawing,0.6692111,0.6692111
1956.004,/m/03g3w,History,0.6617033,0.6617033
1956.004,/m/083vt,Wood,0.6514969,0.6514969
1956.004,/m/065zs54,Holy places,0.6335777,0.6335777
1956.004,/m/036jvk,Stock photography,0.6254041,0.6254041
1956.004,/m/04zhd,Mythology,0.62080365,0.62080365
1956.006,/m/05s2s,Plant,0.96417123,0.96417123
1956.006,/m/07j7r,Tree,0.8775264,0.8775264
1956.006,/m/016nqt,Twig,0.85634995,0.85634995
1956.006,/m/083vt,Wood,0.85587937,0.85587937
1956.006,/m/02tcwp,Trunk,0.82620436,0.82620436
1956.006,/m/03d28y3,Natural landscape,0.82395947,0.82395947
1956.006,/m/0jjw,Art,0.81106293,0.81106293
1956.006,/m/0j62f,Rectangle,0.7786177,0.7786177
1956.006,/m/025s3q0,Landscape,0.77781147,0.77781147
1956.006,/m/02q_bfg,Tints and shades,0.7563478,0.7563478
1956.007,/m/0j62f,Rectangle,0.828513,0.828513
1956.007,/m/03gq5hm,Font,0.8253857,0.8253857
1956.007,/m/0jjw,Art,0.8119035,0.8119035
1956.007,/m/0hwky,Pattern,0.7619783,0.7619783
1956.007,/m/01kr8f,Illustration,0.7344041,0.7344041
1956.007,/m/02csf,Drawing,0.717289,0.717289
1956.007,/m/01n5jq,Poster,0.7095183,0.7095183
1956.007,/m/0f28m,Symmetry,0.7087463,0.7087463
1956.007,/m/0p9xx,Visual arts,0.6894214,0.6894214
